is_negative,is_netral,is_positive,to_drop,full_text,,,,,,,,,,,,,
,,,1,@Bookten8 Hiyo soko haijamalizwa na AI like ChatGPT DeepSeek na Gemini?,,,,,,,,,,,,,
,,,1,@Dennysiregar7 Berharap gua malu gitu? Tapi lu harus post ini buat klarifikasi &amp; validasi kalo lu ga kenapa2 den Ga bisa relate sama generasi skrg ya karena boomer? Respon lu ga smooth samsek buat generasi skrg den Pernah pake chatgpt or deepseek ga den? Masih google wiki aja lu,,,,,,,,,,,,,
,,,1,@ReputationCalls @BenArmstrongsX @ogmpupsol @deepseek_ai MPUP,,,,,,,,,,,,,
,,,1,@ReputationCalls @BenArmstrongsX @ogmpupsol @deepseek_ai Mpup,,,,,,,,,,,,,
,,,1,@deepseek_ai real openai,,,,,,,,,,,,,
,,,1,@ItsMukami_M Afadhali ungekuwa Engineer wa kutengeneza AI robots hiyo hand writting hata Deepseek haiwezi read,,,,,,,,,,,,,
,1,,,Guys menurut kalian lebih hebat mana si Grok DeepSeek Meta AI atau Chat GPT?,,,,,,,,,,,,,
,,1,,Lagi iseng chat sama deepseek untuk mealplan diet dan saran makananya bagus2 njir. https://t.co/p2fwNNGbIN,,,,,,,,,,,,,
,,,1,@bakanosan1 @ferizandra Itu yg deepseek fotonya siapa woy https://t.co/fjKumNsnyI,,,,,,,,,,,,,
,,,1,@ferizandra Dan masih berharap bikin AI selevel deepseek,,,,,,,,,,,,,
,,,1,Dan si ngentot itu yg bilang kita mau bikin deepseek. Emang anjing kenapa ga mati ae lo kmrn pas sakit,,,,,,,,,,,,,
,,,1,@ferizandra Kan mmg ada indikasi lain dr pembuatan coretax ini China aja nggak nyampe 1T bisa buat Deepseek,,,,,,,,,,,,,
,,,1,@pluang_id Nvidia ? Anjlok gegara deepseek,,,,,,,,,,,,,
1,,,,Dari kemaren ngulik soal Grok 3 ini. First Impression jauh lebih baik daripada waktu First Impression pake DeepSeek. Tinggal nunggu gimana performa API dan pricingnya.,,,,,,,,,,,,,
,,,1,@khairul_hafidz Guna ChatGPT atau DeepSeek kena pandai prompt. Kalau tak maklumat yang diberikan memang tidak boleh dipercayai. Setakat saya guna maklumat yang diberikan memang tepat terutama DeepSeek. Masa prompt request skali valid citation valid doi valid link..dan semak.,,,,,,,,,,,,,
,,,1,indonesia kuda tanggal tua bts blackpink jennie lisa white lotus fma gelap gofood hemat promo tanggal tua elon musk x patung baron ai deepseek raffi suga rm army jin jhope seventeen ateez mingyu jeonghan vernon jimin rose tutorial freelance minji apt,,,,,,,,,,,,,
,,1,,@bakanosan1 @ferizandra Btw ane sekarang lbih suka pke deepseek dripada chatgpt,,,,,,,,,,,,,
,,,1,@UmarHasibuan__ LU JUGA PASTI GANGERTI HUT MAU DIPERSULIT DI ASPEK APANYA ORANG DARI SANANYA JUGA UDAH RIBET SISTEM LU ITU BERANTAKAN KOCAK PAKE MAU BIKIN DEEPSEEK,,,,,,,,,,,,,
,,,1,deepseek baru peluru kecil,,,,,,,,,,,,,
,,,1,Ikuti berita AI terbaru dengan Ava bestie! DeepSeek-R1 merevolusi perusahaan Kimi AI Tiongkok memanaskan persaingan &amp; terobosan dalam komputasi kuantum &amp; banyak lagi! Selengkapnya di postingan @AITECHio berikut ini! #AITECH $AITECH,,,,,,,,,,,,,
,1,,,@kimawritelism @mandarinfess Kalo awal2 aku pake Superlingo sempet juga Duolingo sm Chineseskill tapi karena kalo level tinggi udah mulai premium jadinya beralih ke Chat GPT sm Deepseek (kl deepseek baru2 ini). Kalo YT aku rekomendasiin Richard Chinese soalnya lengkap dan sering juga live stream,,,,,,,,,,,,,
,1,,,@kimawritelism @mandarinfess Kalo aku sih pake chat gpt atau deepseek untuk belajarnya jadi pertama cari dulu daftar kosakata level HSK yg mau kita pelajari trs tinggal copy paste sama beri perintah sm chat gpt atau deepseeknya,,,,,,,,,,,,,
,,,1,Infinix Note 50 Bakal Dilancarkan Pada Awal Mac - Mungkin Hadir Bersama Integrasi DeepSeek https://t.co/4gyV1QLZuX https://t.co/xbefb3qwOn,,,,,,,,,,,,,
,,,1,Deepseek AI asal Cina yang mengguncang Amerika https://t.co/YH1G0pkRue #DeepSeek #AI #ArtificialIntelligence #kecerdasanbuatan https://t.co/uZSVDe0qGG,,,,,,,,,,,,,
,,,1,Sejauh mana pembangunan teknologi AI seperti ChatGPT DeepSeek dan terkini Grok-3 membantu kehidupan manusia dan memacu perkembangan industri? #AgendaAWANIAsia #AWANInews https://t.co/npsW6mt2b2,,,,,,,,,,,,,
,,1,,ya pantes aja nvidia sahamnya nurun drastis. kalah jauh ama deepseek kok. ngedevelop nya ga ngeluarin duit yang banyak . pinter emang china,,,,,,,,,,,,,
,1,,,tapi chat gpt ini kalau masalah input gambar lebih gampang tidak ribet kayak deepseek . Cuman kekurangannya di limit pemakaian (mau plus juga bayar mahal),,,,,,,,,,,,,
,,,1,kalau dibandingin chat gpt deepseek sama https://t.co/UkgGjCxT4t sebenarnya lebih enakan deepseek. karena penjelasannya lebih detail dan rinci walaupun emang terkadang tidak bisa input copy gambar dari internet.,,,,,,,,,,,,,
,,,1,@Benji2547 GPT. Deepseek haifollow your prompt buana! Huwa inakuexplainia nikama uko lecture...,,,,,,,,,,,,,
,,,1,@ethadisaputra Kebayang sich DeepSeek versi Indonesia sensornya pasti parah...,,,,,,,,,,,,,
,,,1,~@CryptoEternal meluncurkan R1 1776 model DeepSeek tanpa sensor yg dikembangkan oleh @Perplexity_ai kini tersedia di @avax bestie! Model AI diterapkan di 10+ blockchain memastikan akses yang tidak dapat dihentikan. #Avalanche #AVAX https://t.co/y1Kbd8D8S3,,,,,,,,,,,,,
,,1,,@ferizandra Ah iya juga ya. Kalau jalan aplikasinya. Deepseek lebih hebat sih. Harga 100M bisa bikin rugi 10.000 triliun. https://t.co/nuGAKSP9TH,,,,,,,,,,,,,
,,,1,@FanuelIddy Deepseek wenyewe awajui chips zinaitwaje kwa kiswahili https://t.co/BopskgNLbp,,,,,,,,,,,,,
,,,1,Genre film/series member TWICE apa yang cocok untuk mereka ketika debut sebagai aktris? Aku iseng tanya ke AI DeepSeek utk hal ini. Note: karena Dahyun sudah debut sebagai aktris maka tidak dimasukkan dalam list ini. A THREAD #TWICE #YouAreTheAppleofMyEye,,,,,,,,,,,,,
,,,1,@YoussefDir66365 @deepseek_ai Most hated man in lebanon top 7 3atoul men3adin 3ejbak aw ma 3ejbak ma ktir bihemne saraha,,,,,,,,,,,,,
,1,,,@araasea_ deepseek raa tpi kurang lebih 11 12 sama kok enaknya kyk chatgpt,,,,,,,,,,,,,
,,,1,Ekosistem AI berkembang secara internasional dengan munculnya deAI saat Kepala Protokol @FutureDies di acara Open Source @TheNewsForum_ bersama @Bobman di @deepseek_ai. Lebih detailnya di postingan @AutonomysNet berikut ini! #AI3,,,,,,,,,,,,,
,,,1,Terus mau sok2 bikin yang kayak deep seek?? Coretax bikinan si srimulyani aja menjijikkan gitu hasilnya padahal biayanya hampir 20x deepseek buatan China. Mimpi boLeh tapi nipujangan. @luhut_binsar . CC @prabowo @gibran_tweet https://t.co/l7eG9yD8Rk,,,,,,,,,,,,,
,1,,,Deepseek gak error lagi ya. Lumayan lah jawabannya. Masih penelusuran sederhana ya Mungkin asumsinya adalah jika berani tegas maka pemerintah berani melarang impor kain dari china Ini debatable sih. Bisa aja aku dipojokkan gimana kalau Indonesia juga dilarang ekspor https://t.co/NqsJIonZXQ,,,,,,,,,,,,,
,,,1,indonesia katanya mau bikin AI tandingan deepseek sama openai meanwhile coretax:,,,,,,,,,,,,,
,,,1,Nah ini jawaban dari grok3 Jika saja deepseek tidak error. Maka mungkin ada perbedaan dalam jawaban https://t.co/9rU8wwxMoK,,,,,,,,,,,,,
,,,1,Luhut Akan Ciptakan AI Karya Anak Bangsa yang Mirip DeepSeek untuk Efisiensi Anggaran Pemerintah https://t.co/HSfVNfw1Gi,,,,,,,,,,,,,
1,,,,Sekalian aku tanyain sama nih benda mati deepseek Kalau UMKM tadi juga produksi massal gimana analisis dia. Jelas analisis deepseek ini hanya berdasarkan referensi dia aja ya. Beda dong kalau pejabat yg berwenang ambil bagian untuk merumuskan kebijakannya. https://t.co/6ykxJUGwMb,,,,,,,,,,,,,
,,,1,Aku coba pakai AI deepseek ya sekedar iseng mengenai pasar tanah abang. Inilah poin perbedaan pedagang minangkabau dan tionghoa. Makanya kalau jadi pemimpin tuh berat. Coba dg kasus ini aja semua juga cari makan (gaji) tapi mungkin ada aspek lain yg perlu dikaji. Impor ? https://t.co/ubHSv0UcTT,,,,,,,,,,,,,
,,,1,USA 🇺🇸 : OpenAI China 🇨🇳 : DeepSeek India 🇮🇳 : https://t.co/g3R0qKaPJC,,,,,,,,,,,,,
,,1,,@filosofi_kripto Upgrade AI DeepSeek bener-bener ngebantu optimasi strategi trading. Semangat terus inovasinya! #DeepSeek #OKX #AlgorithmicTrading,,,,,,,,,,,,,
,,,1,@carlitovito180 Terus sekarang mau bikin AI seperti DeepSeek... duh...! berapa triliun lagi bakal abis...?,,,,,,,,,,,,,
,,1,,Universitas di China Mulai Mengajarkan Kursus AI DeepSeek https://t.co/2ahXVek0XB,,,,,,,,,,,,,
,,1,,testing akurasi ai dalam menjawab soal uts mikroekonomi pkn stan. berdasarkan kunci jawaban dosen deepseek berhasil mendapat nilai sempurna sedangkan consensus (gpt premium) salah di tiga soal. hal menarik lain deepseek dapat memproses lebih banyak teks dibanding gpt premium. https://t.co/gwpRTumNal,,,,,,,,,,,,,
1,,,,@A_______711 ak masih blm nemu nyamannya deepseek,,,,,,,,,,,,,
,,,1,@ferizandra Terus orang yg sama pingin bikin AI seperti deepseek... Lawak https://t.co/qQR5jGg66C,,,,,,,,,,,,,
,,,1,@elonmusk Nitumie lugha yangu ili nieleweke zaidi kiongozi @elonmusk naomba @grok nayo utuwekee mfumo wa app kama ilivyo kwa AI zingine kama vile CHATGPT Deepseek na nyinginezo ili kuepusha mtafaruku wa kuifuata x kitu ambacho kinapelekea Watu wengi kusahau dhumuni lililowapeleka @grok,,,,,,,,,,,,,
,,,1,Deepseek ni mcm slow je geng. Sama jugak dgn Baidu Maps. Nampak canggih tapi snow,,,,,,,,,,,,,
,,,1,Dengan menggunakan platform tanpa kode mereka siapa pun dapat membuat agen untuk menjalankan tugas dan memposting di X Mereka juga memiliki integrasi DeepSeek dan lebih banyak fitur akan segera hadir! https://t.co/t41sOQHxf8,,,,,,,,,,,,,
,,,1,@AshrafFem Bharat 50 saal piche hai Baki Duniya Chatgpt Deepseek India: Dream 11 Rummy Circle Other Sirf Berozgar logo ke liye,,,,,,,,,,,,,
1,,,,Bukti ChatGPT Belum Terusik Kedatangan DeepSeek https://t.co/3gMUMCHrwN,,,,,,,,,,,,,
,,,1,@Linda_Jemutai Weuh SI unapenda huu boys,,,,,,,,,,,,,
,,,1,@Divpropam ...jelek banget singkatan2nya pak. gak kebayang juga itu nama divisi apa tugasnya apa. mana ngga jelas juga inti tweetnya apa. buat kalimat klarifikasi mending masukin ke grok chatgpt apa deepseek gitu biar jd kalimat sosialisasi. pusing bacanya.,,,,,,,,,,,,,
,,,1,Btw ni chatGPT. - Ada dua version chatGPT I guna (cureai extension &amp; regular chat) - Pi Ai boleh English je. - Copilot very technical. Buang masa. - Ada satu lagi lupa nama tapi okay lah yang tu. Sama macam chatGPT. DeepSeek tak natural sangat bilangual dia.,,,,,,,,,,,,,
,,1,,Wah seru juga ya! DeepSeek dari China kayaknya lagi serius banget dalam menciptakan AGI. Pembukaan dalam pembangunan dan model kecerdasan buatan pasti bisa ngebantu banyak orang. Semoga mereka bisa sukses! Kalo kamu mau tahu lebih tentang kecerdasan buatan coba deh tanya,,,,,,,,,,,,,
,,1,,aku cinta AI deepseek so muuuchh! jawaban nya kebanyakan bener semuaaa,,,,,,,,,,,,,
,,1,,Dengan langkah ini ia memperlihatkan DeepSeek dari China menjadi firma yang lebih terbuka dalam pembangunan progres dan juga model kecerdasan buatan mereka dalam visi untuk mencapai AGI. #AWANInews #AWANI745 https://t.co/FH0sYBNwsW,,,,,,,,,,,,,
,,1,,Grok 3 Beta: AI Buatan Elon Musk yang Katanya Lebih Pintar dari DeepSeek https://t.co/Eog09U6qRS lewat @YouTube,,,,,,,,,,,,,
,,,1,HAHAHA LUCU BANGET Hari Jumat di Dunia Kripto pada tahun 2025 yang katanya bakal jadi SUPER BULL RUN SEKALI SEUMUR HIDUP kenyataannya malah begini deh Jumat 17 Januari 2025 Likuiditas token $TRUMP terkuras. Jumat 24 Januari 2025 Deepseek Dump! Jumat,,,,,,,,,,,,,
,,,1,@BaxodirjonM Yebsan Harip - Gemini Deepseek eng tuftasi -CHatgpt Grok Copilot eng yaxshilari - hammasini kamchiligi bor Cgar Gpt - 200 DOLLARLIGIDAN FOYDALANI KOR - ALISHER Navoi yozib ulgurmagan sherlarini yozib beradi - forchada ham eski o'zbek tilida ham.,,,,,,,,,,,,,
,,,1,Ke 6 prompt ini bisa kalian pakai buat konten kalian Deepseek lumayan powerfull kalo kalian ngerti cara pakainya selain 6 prompt ini kalian bisa ngulik sendiri kok buat ngasah skill prompt yang kalian punya SAVE &amp; SHARE yaa biar nggak lupa!!!! https://t.co/BjfmN2FRch,,,,,,,,,,,,,
,,,1,@AndraRayii Biasa bursa AS kena prank PKC lagi Kemarin DeepSeek ternyata biaya RnD gak semurah yang diklaim di awal Sekarang Covid varian baru ternyata bukan wabah baru tapi cuma hasil riset di laboratorium https://t.co/3tQOtZtoWP,,,,,,,,,,,,,
,,,1,Sejauh mana pembangunan teknologi AI seperti ChatGPT DeepSeek dan terkini Grok-3 membantu kehidupan manusia dan memacu perkembangan industri? Diskusi dan analisis mengenai pembangunan teknologi dan penggunaan AI serta impak kepada perkembangan industri dalam Agenda AWANI Asia https://t.co/3IYj2K9kMo,,,,,,,,,,,,,
,,,1,OPPO Find N5: Revolusi Telefon Boleh Lipat Paling Nipis di Dunia! Lebih nipis daripada iPhone 16 Pro &amp; Galaxy Z Fold lebih berkuasa dengan AI DeepSeek! Berita penuh https://t.co/Zs1kYpcCMY #OPPOFindN5 https://t.co/Gaj2qenu25,,,,,,,,,,,,,
,,,1,@neohistoria_id lihat aja usianya kalau usia gitu ngomongin deepseek saya malah lebih kaget,,,,,,,,,,,,,
,,1,,China Suarathailand- Setelah kesuksesan perusahaan rintisan kecerdasan buatan Tiongkok DeepSeek universitas-universitas di negara itu berlomba-lomba membuat kursus yang berfokus pada perusahaan lokal yang mengguncang industri AI... Baca selengkapnya: https://t.co/fSnukmOKsL https://t.co/9Pu7NxUqeu,,,,,,,,,,,,,
,,,1,Jakarta Suarathailand- Luhut Pandjaitan penasihat ekonomi senior Presiden Indonesia Prabowo Subianto mengumumkan pada KTT Ekonomi Indonesia di Jakarta bahwa tim khusus telah dibentuk untuk membangun DeepSeek versi lokal. Baca selengkapnya: https://t.co/Cwov3A0obx https://t.co/EmxvX1iNOe,,,,,,,,,,,,,
,,,1,@legalayzz Deepseek: kulib qo'ydim,,,,,,,,,,,,,
,,,1,Just in #technology: CEO Nvidia Jensen Huang mengatakan bahwa pasar salah memahami dampak DeepSeek.. Selengkapnya: https://t.co/gn5dF3jRPc. #Pomodo #Nvidia #DeepLearning #AI,,,,,,,,,,,,,
,,,1,gpt E deepseek abertos slk manja mt,,,,,,,,,,,,,
,,,1,@kofigabs This Tilapia na GMO Tilapia .. All be play Ɛyɛ Zu wai,,,,,,,,,,,,,
,,1,,Universitas-universitas Tiongkok mulai mengajarkan kursus AI DeepSeek https://t.co/2ahXVek0XB,,,,,,,,,,,,,
,,,1,@230ribu aku ada yuu chatgpt sebulan sharing 35k fullgar sung copas sama akuu fh nyaa ada juga deepseek sama gemini yaww,,,,,,,,,,,,,
,,,1,@TxtfromJee_ Lawan pake DeepSeek kalo gt,,,,,,,,,,,,,
,,,1,@humbleQueen02 Yes hii baadae utakuja kulia vibaya,,,,,,,,,,,,,
,,,1,@Lau95317283 @kabigwa_78 @Mkunga_Og Ndio kuna wakati unasikia kama kuukuna ivi lakini siunajua huwezi,,,,,,,,,,,,,
,,,1,Grok-3 Resmi Dirilis xAI Tantang OpenAI dan DeepSeek https://t.co/hXWeFeKA76,,,,,,,,,,,,,
,,,1,@kinara9r Ukikuta manzi wakichaga ana nyash ujue Kuna mavi tu humo,,,,,,,,,,,,,
,,,1,@teppiteppu Gass tahun ini Tepi bikin saingan DeepSeek sama Grok,,,,,,,,,,,,,
,,,1,DeepSeek Akan Berkongsi Lebih Banyak Kod Dalam Bentuk Sumber Terbuka https://t.co/GDLKFbhQVq https://t.co/IMbPSBfBZs,,,,,,,,,,,,,
,,,1,explore day 2 cuma nyobain run deepseek (dan beberapa model lain) di https://t.co/ELUTJ4eYst tapi salah banget step belajarnya https://t.co/iSqrEBJvgm,,,,,,,,,,,,,
1,,,,Iya ah pakai grok aja daripada deepseek kadang kadang server busy segala,,,,,,,,,,,,,
1,,,,diantara chatgpt deepseek kimi qwen tapi klop aja di Gemini. Gemini ngasih satu per satu nambahin fitur. Awalnya gue ga suka krn pengennya lgsg seabreg tapi dari sini coding-an jadi lebih rapi &amp; bisa adjust code pelan-pelan sesuai kebutuhan. https://t.co/qif1cIaeNK,,,,,,,,,,,,,
,,,1,17 Saham Related AI yang Diuntungkan dari Kehadiran DeepSeek https://t.co/SfOWTNMr2X,,,,,,,,,,,,,
,,,1,walau tahu hybrid buku jamie woodcock ama deepseek setidaknya w usaha buat pecahin masalah...,,,,,,,,,,,,,
1,,,,deepseek lemot bgt cok sumpah,,,,,,,,,,,,,
,,,1,Ye Chinese Ai h ya Indian @deepseek_ai https://t.co/r4PQ2Xw86r,,,,,,,,,,,,,
,,,1,Grok ini apa? Sejenis https://t.co/3uWrdrM2Eg deepseek chatGPT kah?,,,,,,,,,,,,,
,,,1,Cara Memanfaatkan Semua AI https://t.co/KkRYs0DfQF lewat @YouTube #ChatGPT #DeepSeek #ArtificialIntelligence #ai #Copilot #Gemini #metaai,,,,,,,,,,,,,
,,,1,@twcssss19975 karena deepseek open-source beberapa endpoint deploy modelenya di platform masing2 jadi bisa ganti ke endpoint lain misal kena limit,,,,,,,,,,,,,
,,,1,@DokterTifa Baru saja ngobrol sama grok membahas deepseek yang open source. Ujungnya malah bahas politik global dan khususnya Timur. Mau dilanjutin malah disuruh upgrade.,,,,,,,,,,,,,
,,,1,USA has Grok 3 China has Deepseek India has : Digital dubki at #KumbhMela2025 https://t.co/5RuiwY5ZU4,,,,,,,,,,,,,
,,,1,@andijadmiko Hahaha mitos mas. Bahaya kalo berlebihan Google aja Chat gpt Deepseek lengkap,,,,,,,,,,,,,
1,,,,tuhkan bener deepseek nih error dr sononyo bukan dr sinyal kita,,,,,,,,,,,,,
,,,1,China 🇨🇳 : Deepseek Ai India 🇮🇳 : Jaat CM,,,,,,,,,,,,,
,,,1,China has DeepSeek. India has DipankarSarkar ‍️🇮🇳@kirana_pro,,,,,,,,,,,,,
,,1,,Membandingkan antara ke 3 AI ini sepertinya deepseek lebih byk jawaban yang di hadirkan..cuma agak lama aja dibanding Gork dan Meta AI https://t.co/QCh148RDpV,,,,,,,,,,,,,
,,,1,Grox 3 Diluncurkan Ini Kelebihannya Dibandingkan AI ChatGPT dan DeepSeek https://t.co/rHTpB8aDkv,,,,,,,,,,,,,
,,,1,@txtcybr Kalo dari Deepseek sendiri dia free node nya kah? Kalo gpt dia kan ada limitnya tuh,,,,,,,,,,,,,
1,,,,Dari semuanya cuma deepseek yang gak bisa jawab dan gw kecewa sama perplexity karena jawabannya malah dua match selanjutnya. Sehari hari pake perplexity karena ai dia banyak bisa pilih dan gw udah berlangganan jadi enak nanya apa apa via voice. Udah gw marahin anaknya https://t.co/B88pYi441D,,,,,,,,,,,,,
,,,1,Berbekal STB bekas dengan spek kentang diubah menjadi vps mini untuk pasang casaos dan install openwebui lalu pasang api openrouter jadilah AI mini tanpa membebani proses stb bisa mencoba free deepseek atau kalau mau lebih advanced tinggal ubah ke claude/gpt yang sudah https://t.co/dWO5MpbTMA,,,,,,,,,,,,,
,,,1,@benjaminboman_ @deepseek_ai Sending Ben!,,,,,,,,,,,,,
1,,,,Pertama kita tanya ke deepseek. Dia bahkan gak gak tau dan kita disarankan cek sendiri di Web tertera https://t.co/umrTvliTQ9,,,,,,,,,,,,,
,,,1,Kita coba performa dia kita adu dengan aplikasi serupa. Kita akan adu anatara grok chatgpt deepseek dan perplexity. Memakai pertanyaan yang simpel Kapan match Chelsea selanjutnya?,,,,,,,,,,,,,
,,,1,Open AI GPT 4o itu diluncurkan kurang dari setahun yg lalu. Sekitar tengah tahun 2024. baru setelah itu banyak banget yg lain LLama 3.1 405b Claude 3.5 Sonnet Grok 2 o1 o3 Deepseek dll. setahun (lebih tepatnya 6-9 bulan terakhir) bener2 kenceng banget perkembangan AI,,,,,,,,,,,,,
,,1,,@CryptoFire007 @okx Keren sih pakai teknologi AI kayak DeepSeek untuk optimasi trading logic. Penasaran banget gimana caranya sampai segitu efektif!,,,,,,,,,,,,,
,,,1,@deepseek_ai OpenAI,,,,,,,,,,,,,
,,,1,@grok @elonmusk Yanda zaku game Grok 3 Yana gaba da DEEPSEEK Kukalli wannan hotunan Kuyi following Dina @el_wise911 https://t.co/QyZgohxtIf,,,,,,,,,,,,,
,,,1,Pada aku deepseek ni macam tak membantu sangat,,,,,,,,,,,,,
,,,1,Industri pariwisata di China memanfaatkan kehebatan kecerdasan buatan (artificial intelligence/AI) DeepSeek menciptakan peluang baru. Selengkapnya https://t.co/V7jz6s0s3k https://t.co/RijFzo0ddB,,,,,,,,,,,,,
,,,1,@deepseek_ai Open AGI,,,,,,,,,,,,,
,,,1,@deepseek_ai Real OpenAI ️️️ https://t.co/Utmsuqskl4,,,,,,,,,,,,,
1,,,,Tak Mempan Diserang DeepSeek Pengguna Aktif OpenAI Capai 400 juta https://t.co/xZzAAnZJS9,,,,,,,,,,,,,
,,,1,Komdigi mengkaji manfaat dan risiko DeepSeek di Indonesia. AI asal China ini canggih dan murah tapi menimbulkan kekhawatiran keamanan. Korea Selatan Australia dan Taiwan sudah memblokirnya. Pemerintah Indonesia akan berhati-hati dalam merespon. https://t.co/QjEUiuPRS8,,,,,,,,,,,,,
,,,1,@freemasonslayr Kimi Qwen Doubao Tulu run DeepSeek on ollama Perplexity,,,,,,,,,,,,,
,,,1,canggih bgt otw bikin deepseek,,,,,,,,,,,,,
,,,1,DeepSeek AI canggih asal China mulai mencuri perhatian! Diklaim bisa menyaingi ChatGPT platform ini menawarkan pengalaman chatbot yang lebih personal &amp; intuitif dengan pemahaman konteks yang lebih dalam. #Depseek #China https://t.co/8T7RDrwemV,,,,,,,,,,,,,
,,,1,Pernah dengar Deepseek? Mesin pencari ini dirancang untuk menemukan info spesifik &amp; mendalam bukan sekadar yang populer. Dengan algoritma canggih Deepseek bantu kamu menemukan data berkualitas yang sulit dicari! #Deepseek #China https://t.co/arUejTgo2d,,,,,,,,,,,,,
,,1,,Deepseek chatbot AI gratis yang menantang dominasi ChatGPT kini semakin populer! Dengan pemahaman konteks yang lebih baik Deepseek memberi jawaban lebih detail &amp; mendalam. Coba sekarang dan rasakan bedanya! #AI #Deepseek https://t.co/SMqwsVpPaL,,,,,,,,,,,,,
